_q_type,sum_bottom_up,count_bottom_up,_count,winner,my_score,base_score,above_median,o_top_down,o_bottom_up,_diff,diff_score,percen
male or,0.513690616304,0.5,6,bottom_up,6.0,6.0,True,5881.99541082,6213.17611582,-0.027381232608,0.0,0.001
man or,0.468897989443,0.5,4,top_down,3.5,3.6,True,4384.96733241,3871.38878233,0.0622040211135,-0.1,0.001
many women,0.516178873531,0.5,2,bottom_up,2.0,2.0,False,1328.8445237,1417.71706901,-0.0323577470627,0.0,0.0
men's or,0.434898619339,0.5,2,top_down,2.0,2.0,False,2175.62981025,1674.35159964,0.130202761323,0.0,0.0
might a,0.507045929112,0.5,1,bottom_up,1.0,1.0,False,740.856176753,762.034701943,-0.0140918582248,0.0,0.0
might anything,0.526423754484,0.5,2,bottom_up,1.0,2.0,False,1279.23252857,1421.98515429,-0.0528475089677,-1.0,0.0
might he,0.510298693017,0.5,1,bottom_up,1.0,1.0,False,675.21593095,703.616270071,-0.0205973860343,0.0,0.0
might one,0.502261344069,0.5,15,bottom_up,14.5,14.5,True,12024.6157838,12133.877113,-0.00452268813749,0.0,0.003
might repeated,0.483795731941,0.5,2,top_down,2.0,2.0,False,1876.55170006,1758.73730504,0.0324085361185,0.0,0.0
might the,0.50341203533,0.5,12,bottom_up,11.9,11.9,True,9737.75834372,9871.57381195,-0.00682407065996,0.0,0.003
might these,0.501893855558,0.5,4,bottom_up,4.0,4.0,True,3804.14891734,3833.07652104,-0.00378771111661,0.0,0.001
might this,0.498132539934,0.5,24,top_down,21.9,23.9,True,19748.8876363,19601.9155293,0.00373492013293,-2.0,0.005
might today,0.494476977161,0.5,2,top_down,2.0,2.0,False,1633.49847218,1597.80534264,0.0110460456786,0.0,0.0
milk is,0.502268799611,0.5,2,bottom_up,1.3,2.0,False,1360.68897595,1373.09378649,-0.00453759922127,-0.7,0.0
"most likely,",0.522426584142,0.5,1,bottom_up,1.0,1.0,False,1126.88435746,1232.72009296,-0.0448531682847,0.0,0.0
most of,0.523303609882,0.5,4,bottom_up,3.3,3.3,True,2543.33853029,2792.00401271,-0.0466072197649,0.0,0.001
movie makers,0.49978485912,0.5,1,top_down,0.6,0.6,False,614.494705856,613.966121569,0.000430281760069,0.0,0.0
must the,0.496812831548,0.5,4,top_down,4.0,4.0,True,2769.94750965,2734.85802458,0.0063743369036,0.0,0.001
must you,0.504479141586,0.5,4,bottom_up,4.0,4.0,True,3278.32409868,3337.59134265,-0.00895828317254,0.0,0.001
name 3,0.520156809634,0.5,4,bottom_up,0.3,0.3,True,2799.53982637,3034.74079401,-0.0403136192689,0.0,0.001
name a,0.502310555788,0.5,9,bottom_up,5.5,5.5,True,7202.86151852,7269.74102971,-0.00462111157693,0.0,0.002
name an,0.567741529671,0.5,2,bottom_up,2.0,2.0,False,1351.57521753,1775.2003353,-0.135483059343,0.0,0.0
name object,0.505459172684,0.5,2,bottom_up,0.3,0.6,False,1228.14192642,1255.25652844,-0.010918345369,-0.3,0.0
name one,0.506673718193,0.5,14,bottom_up,9.3,10.4,True,10504.579224,10788.7911302,-0.0133474363854,-1.1,0.003
name something,0.461265846994,0.5,2,top_down,1.5,0.9,False,1368.35168129,1171.58693901,0.0774683060111,0.6,0.0
name the,0.513895317975,0.5,28,bottom_up,13.8,14.5,True,19016.1189815,20103.2717273,-0.0277906359498,-0.7,0.006
name two,0.524816105951,0.5,3,bottom_up,1.0,1.3,True,2584.36829496,2854.30150704,-0.0496322119013,-0.3,0.001
name vegetables,0.532934914526,0.5,2,bottom_up,1.3,1.0,False,1415.09670557,1614.66670339,-0.0658698290512,0.3,0.0
natural habitat,0.574242545586,0.5,2,bottom_up,2.0,2.0,False,1691.54041222,2281.47378797,-0.148485091172,0.0,0.0
natural or,0.536360541752,0.5,4,bottom_up,3.9,3.9,True,3419.37071645,3955.69336754,-0.0727210835034,0.0,0.001
night time,0.518066401041,0.5,2,bottom_up,2.0,2.0,False,2045.90680509,2199.29794825,-0.0361328020822,0.0,0.0
no it,0.504953140536,0.5,10,bottom_up,8.0,8.7,True,6449.27083441,6578.32586906,-0.00990628107267,-0.7,0.002
no it's,0.493465007884,0.5,2,top_down,2.0,2.0,False,1738.580309,1693.72019553,0.0130699842315,0.0,0.0
no mention,0.50859343536,0.5,2,bottom_up,2.0,2.0,False,1316.60920837,1362.6574175,-0.0171868707196,0.0,0.0
no one,0.503034751154,0.5,1,bottom_up,0.6,1.0,False,574.415257568,581.430667076,-0.00606950230859,-0.4,0.0
no she,0.479121981346,0.5,2,top_down,1.5,1.5,False,1147.16648813,1055.20421489,0.0417560373088,0.0,0.0
no the,0.483625434314,0.5,4,top_down,3.4,3.6,True,2460.75979202,2304.69527789,0.0327491313716,-0.2,0.001
no there,0.489763040161,0.5,1,top_down,1.0,0.9,False,660.5666799,634.06058526,0.0204739196781,0.1,0.0
no they,0.507717026029,0.5,3,bottom_up,3.0,3.0,True,1780.92705703,1836.76266858,-0.0154340520581,0.0,0.001
no turn,0.521534796858,0.5,2,bottom_up,1.0,2.0,False,1131.56492845,1233.42404258,-0.0430695937169,-1.0,0.0
no way,0.513665263004,0.5,2,bottom_up,1.2,1.2,False,1079.18670522,1139.83370012,-0.0273305260079,0.0,0.0
"no, he",0.47918592142,0.5,2,top_down,2.0,2.0,False,1507.12039918,1386.6577477,0.0416281571602,0.0,0.0
"no, this",0.496852363864,0.5,2,top_down,2.0,2.0,False,1727.68516826,1706.06875241,0.00629527227299,0.0,0.0
"north, south,",0.483235784752,0.5,2,top_down,1.0,1.0,False,2639.08804917,2467.86009333,0.0335284304955,0.0,0.0
not counting,0.503819341505,0.5,2,bottom_up,1.6,1.6,False,1156.31884728,1174.12033345,-0.0076386830097,0.0,0.0
number 1,0.494006975284,0.5,1,top_down,1.0,1.0,False,731.082125085,713.764126493,0.0119860494313,0.0,0.0
number 10,0.490151752155,0.5,2,top_down,1.0,2.0,False,1373.6707724,1320.60302025,0.0196964956901,-1.0,0.0
number is,0.499429264889,0.5,1,top_down,0.0,0.0,False,591.416785367,590.06815549,0.00114147022138,0.0,0.0
number of,0.505591344235,0.5,2,bottom_up,1.0,2.0,False,1506.6595969,1540.73769142,-0.0111826884695,-1.0,0.0
number on,0.510866718291,0.5,2,bottom_up,0.0,1.0,False,1086.04283164,1134.2984787,-0.0217334365821,-1.0,0.0
octagon street,0.563258019064,0.5,1,bottom_up,1.0,1.0,False,752.450148553,970.420977644,-0.126516038128,0.0,0.0
of all,0.500438225441,0.5,4,bottom_up,3.3,3.3,True,2637.2638095,2641.89072915,-0.000876450882831,0.0,0.001
of the,0.531536426931,0.5,13,bottom_up,9.2,9.2,True,9012.90760459,10226.3846749,-0.063072853862,0.0,0.003
of these,0.522144539745,0.5,2,bottom_up,0.6,0.3,False,1113.20024468,1216.37498731,-0.0442890794907,0.3,0.0
of what,0.50713783803,0.5,19,bottom_up,17.7,17.6,True,15134.4866825,15572.8547413,-0.0142756760594,0.1,0.004
of which,0.508423113276,0.5,4,bottom_up,2.3,3.3,True,3471.30200509,3590.26272434,-0.0168462265523,-1.0,0.001
on a,0.52731026185,0.5,2,bottom_up,1.6,1.6,False,919.827166472,1026.11557828,-0.0546205237002,0.0,0.0
on how,0.512823105924,0.5,2,bottom_up,2.0,2.0,False,961.43298584,1012.04522614,-0.025646211848,0.0,0.0
on the,0.515276871814,0.5,12,bottom_up,5.4,5.4,True,8356.86394379,8883.62543633,-0.0305537436283,0.0,0.003
on they,0.51561821134,0.5,2,bottom_up,2.0,2.0,False,1425.96142996,1517.91768223,-0.0312364226799,0.0,0.0
on this,0.473489189506,0.5,2,top_down,0.9,1.9,False,1255.50180916,1129.06804988,0.0530216209886,-1.0,0.0
on top,0.500134781373,0.5,3,bottom_up,2.9,2.8,True,2299.80381309,2301.04403027,-0.00026956274696,0.1,0.001
on what,0.513308533741,0.5,73,bottom_up,50.1,54.0,True,55749.836726,58798.7851238,-0.0266170674823,-3.9,0.016
on which,0.521641543929,0.5,68,bottom_up,51.0,52.1,True,53185.5441471,57997.907242,-0.0432830878587,-1.1,0.015
one from,0.501083757433,0.5,1,bottom_up,1.0,1.0,False,713.420882883,716.520301659,-0.0021675148667,0.0,0.0
one person,0.48651636454,0.5,2,top_down,1.3,2.0,False,1228.35687751,1163.84570244,0.0269672709204,-0.7,0.0
one piece,0.538634378958,0.5,2,bottom_up,2.0,2.0,False,1515.77841465,1769.63849879,-0.0772687579165,0.0,0.0
one sign,0.515619448145,0.5,1,bottom_up,0.0,0.0,False,712.223440746,758.156486809,-0.0312388962895,0.0,0.0
only one,0.506031773896,0.5,1,bottom_up,1.0,1.0,False,746.894912425,765.135361901,-0.0120635477912,0.0,0.0
onto what,0.492703212732,0.5,2,top_down,0.9,0.9,False,1342.58470896,1303.9621304,0.0145935745367,0.0,0.0
other than,0.5216406001,0.5,12,bottom_up,6.2,9.1,True,8341.55369157,9096.28424644,-0.0432812002009,-2.9,0.003
out of,0.480955482737,0.5,2,top_down,2.0,2.0,False,2179.66568055,2019.71531291,0.0380890345258,0.0,0.0
outside or,0.523003050342,0.5,2,bottom_up,2.0,2.0,False,1957.78746283,2146.61501655,-0.0460061006847,0.0,0.0
overcast or,0.512067445935,0.5,179,bottom_up,175.5,175.4,True,151708.667584,159212.721694,-0.0241348918704,0.1,0.04
painting or,0.49160905758,0.5,2,top_down,1.0,1.0,False,1960.90571416,1896.1766029,0.0167818848394,0.0,0.0
people are,0.524729628551,0.5,2,bottom_up,1.3,1.3,False,1516.50701856,1674.32310607,-0.0494592571029,0.0,0.0
people live,0.496513415091,0.5,2,top_down,2.0,2.0,False,1209.78637253,1193.03111812,0.00697316981802,0.0,0.0
pet or,0.481398245427,0.5,2,top_down,0.9,0.9,False,1942.94317158,1803.56010275,0.0372035091457,0.0,0.0
pillows are,0.503378273998,0.5,2,bottom_up,2.0,2.0,False,1625.59746772,1647.71375208,-0.00675654799648,0.0,0.0
pizza is,0.500822101874,0.5,2,bottom_up,1.0,1.6,False,1341.45760151,1345.87612569,-0.0016442037486,-0.6,0.0
placed in,0.497720608461,0.5,2,top_down,2.0,2.0,False,1798.28645134,1781.96486224,0.00455878307847,0.0,0.0
please identify,0.477859395754,0.5,2,top_down,0.3,0.3,False,1407.55045256,1288.18023974,0.0442812084919,0.0,0.0
prepare to,0.535347961958,0.5,2,bottom_up,1.6,2.0,False,1437.9196955,1656.69644255,-0.0706959239169,-0.4,0.0
preservatives and,0.507151987911,0.5,2,bottom_up,1.0,1.0,False,1176.68099566,1210.83192272,-0.0143039758219,0.0,0.0
prom or,0.48663938188,0.5,2,top_down,1.9,1.9,False,1907.18785145,1807.91569201,0.02672123624,0.0,0.0
red or,0.47401175315,0.5,2,top_down,2.0,2.0,False,1884.69299402,1698.45359776,0.0519764937003,0.0,0.0
relationship of,0.545764476479,0.5,2,bottom_up,0.3,0.6,False,1329.25033956,1597.09573143,-0.0915289529572,-0.3,0.0
right below,0.473938312392,0.5,2,top_down,1.0,1.0,False,1365.75176851,1230.43001146,0.052123375217,0.0,0.0
right or,0.490684718758,0.5,2,top_down,2.0,2.0,False,1940.56353977,1869.57845133,0.0186305624848,0.0,0.0
rope is,0.494632353901,0.5,2,top_down,1.9,1.2,False,1607.96466372,1573.80741079,0.0107352921989,0.7,0.0
roughly how,0.527336873821,0.5,4,bottom_up,0.3,1.2,True,2606.82687057,2908.362968,-0.0546737476416,-0.9,0.001
"roughly speaking,",0.552098573116,0.5,2,bottom_up,0.9,0.9,False,1235.41833138,1522.81876551,-0.104197146232,0.0,0.0
roughly what,0.512005901227,0.5,4,bottom_up,0.6,0.9,True,2536.13933191,2660.93034227,-0.0240118024542,-0.3,0.001
row your,0.490858590334,0.5,2,top_down,1.3,1.3,False,1193.38846323,1150.53493521,0.0182828193321,0.0,0.0
sailboat or,0.482914486755,0.5,2,top_down,1.0,1.0,False,1710.97846826,1597.91034111,0.0341710264893,0.0,0.0
same work,0.487431326725,0.5,2,top_down,1.6,1.6,False,1293.26820585,1229.84386339,0.0251373465492,0.0,0.0
scale of,0.537839770513,0.5,2,bottom_up,0.6,1.2,False,985.568280542,1146.95679985,-0.0756795410261,-0.6,0.0
"seat, up",0.493363594904,0.5,4,top_down,4.0,4.0,True,4044.68834638,3938.72600303,0.0132728101925,0.0,0.001
see a,0.512297724591,0.5,4,bottom_up,3.6,4.0,True,2663.89354421,2798.23710092,-0.0245954491822,-0.4,0.001
see any,0.507014085564,0.5,14,bottom_up,14.0,13.6,True,9642.1293526,9916.50116859,-0.0140281711285,0.4,0.003
see footprints,0.509417702604,0.5,2,bottom_up,2.0,2.0,False,1351.30014343,1403.18192941,-0.018835405208,0.0,0.0
sexes of,0.542405780141,0.5,2,bottom_up,2.0,2.0,False,1208.45933848,1432.43795881,-0.084811560281,0.0,0.0
shadows are,0.491525352246,0.5,2,top_down,2.0,2.0,False,1196.32013691,1156.44246826,0.0169492955075,0.0,0.0
should a,0.501167868328,0.5,27,bottom_up,24.5,25.9,True,23698.0912869,23809.0554709,-0.00233573665574,-1.4,0.006
should all,0.509353656713,0.5,1,bottom_up,1.0,1.0,False,696.583617337,723.142886015,-0.0187073134264,0.0,0.0
should anything,0.484536155733,0.5,2,top_down,2.0,2.0,False,1485.79490533,1396.64762067,0.0309276885338,0.0,0.0
should cars,0.506011740144,0.5,8,bottom_up,6.6,7.9,True,7069.46452159,7241.53251233,-0.0120234802884,-1.3,0.002
should dominos,0.496871478788,0.5,1,top_down,1.0,1.0,False,1075.43400148,1062.05961325,0.00625704242475,0.0,0.0
should drivers,0.492705223867,0.5,1,top_down,1.0,0.9,False,797.645271595,774.70537959,0.0145895522654,0.1,0.0
should gloves,0.503214759839,0.5,1,bottom_up,1.0,1.0,False,774.134004388,784.153041614,-0.00642951967784,0.0,0.0
should have,0.491419957893,0.5,2,top_down,2.0,1.9,False,1778.27496007,1718.27388739,0.0171600842132,0.1,0.0
should he,0.503369742841,0.5,10,bottom_up,10.0,10.0,True,7966.27685528,8074.38265034,-0.00673948568151,0.0,0.002
should helmets,0.499527311079,0.5,2,top_down,2.0,2.0,False,1524.26741463,1521.38811938,0.000945377841929,0.0,0.0
should i,0.513763805422,0.5,6,bottom_up,5.9,6.0,True,5457.80180737,5766.78794598,-0.0275276108437,-0.1,0.001
should luggage,0.488395005001,0.5,2,top_down,2.0,2.0,False,1744.6535031,1665.50378652,0.0232099899981,0.0,0.0
should one,0.510499503885,0.5,5,bottom_up,3.0,5.0,True,4010.3900938,4182.43121206,-0.0209990077707,-2.0,0.001
should people,0.495805256284,0.5,6,top_down,4.5,5.9,True,4886.07647113,4804.77519288,0.00838948743225,-1.4,0.001
should she,0.49503758946,0.5,11,top_down,9.9,10.8,True,9610.94949903,9422.05038062,0.00992482107952,-0.9,0.002
should somebody,0.514707162537,0.5,2,bottom_up,0.3,2.0,False,1730.4661813,1835.35232603,-0.0294143250735,-1.7,0.0
should someone,0.495774295105,0.5,4,top_down,4.0,4.0,True,3364.30203929,3307.91242068,0.0084514097906,0.0,0.001
should that,0.50864771573,0.5,3,bottom_up,2.3,3.0,True,2310.14251436,2391.45873655,-0.0172954314597,-0.7,0.001
should the,0.496706607813,0.5,83,top_down,75.8,79.7,True,72135.0695202,71191.0115292,0.00658678437356,-3.9,0.019
should there,0.503256076716,0.5,9,bottom_up,7.3,9.0,True,7070.80774562,7163.50376618,-0.00651215343139,-1.7,0.002
should these,0.493807871443,0.5,4,top_down,4.0,4.0,True,2920.53531565,2849.08288046,0.0123842571143,0.0,0.001
should they,0.501240850973,0.5,9,bottom_up,8.9,8.5,True,7752.67755972,7791.25296234,-0.00248170194542,0.4,0.002
should this,0.496361373073,0.5,69,top_down,61.4,65.4,True,57009.6091285,56185.8569865,0.00727725385408,-4.0,0.016
should traffic,0.497264193423,0.5,1,top_down,1.0,1.0,False,646.052841205,639.021412017,0.00547161315416,0.0,0.0
should vehicles,0.512573191314,0.5,2,bottom_up,1.3,2.0,False,1354.07850302,1423.93550624,-0.0251463826285,-0.7,0.0
should we,0.502091179313,0.5,7,bottom_up,6.3,6.3,True,5588.27329298,5635.21394162,-0.00418235862578,0.0,0.002
should you,0.498252352314,0.5,29,top_down,26.8,27.1,True,24868.4995612,24695.2595832,0.00349529537151,-0.3,0.007
shouldn't he,0.494642265816,0.5,2,top_down,1.3,2.0,False,1547.24751975,1514.44010288,0.010715468368,-0.7,0.0
shouldn't the,0.488743425916,0.5,13,top_down,11.1,12.9,True,10005.9993534,9565.3858583,0.0225131481673,-1.8,0.003
shouldn't there,0.485738000478,0.5,2,top_down,1.6,2.0,False,1760.48305401,1662.83629614,0.0285239990437,-0.4,0.0
shouldn't these,0.501453274675,0.5,2,bottom_up,2.0,2.0,False,1551.71809247,1560.76467725,-0.00290654935089,0.0,0.0
shouldn't this,0.484443916663,0.5,6,top_down,5.9,6.0,True,4439.85473529,4171.92365079,0.0311121666736,-0.1,0.001
since these,0.506042498025,0.5,1,bottom_up,1.0,1.0,False,852.326240171,873.178963743,-0.0120849960491,0.0,0.0
six elephants,0.508928628815,0.5,2,bottom_up,1.0,2.0,False,1352.23251812,1401.40493148,-0.0178572576299,-1.0,0.0
small or,0.524511357357,0.5,2,bottom_up,2.0,1.3,False,1809.73352879,1996.31643011,-0.0490227147141,0.7,0.0
small room,0.532315215995,0.5,2,bottom_up,2.0,2.0,False,1844.803233,2099.74081909,-0.0646304319897,0.0,0.0
someone added,0.556374855097,0.5,2,bottom_up,0.0,0.0,False,1861.8926609,2335.10266791,-0.112749710194,0.0,0.0
something new,0.46892720941,0.5,2,top_down,1.9,1.9,False,1487.5398366,1313.46948445,0.0621455811807,0.0,0.0
something round,0.468525046373,0.5,2,top_down,1.6,1.6,False,1573.51487394,1387.14181026,0.0629499072534,0.0,0.0
speaker standing,0.522992673636,0.5,2,bottom_up,1.0,2.0,False,1327.78686996,1455.79064883,-0.0459853472727,-1.0,0.0
spell the,0.515651850415,0.5,8,bottom_up,3.0,3.0,True,6649.61892947,7079.38764393,-0.0313037008295,0.0,0.002
standing on,0.52285314856,0.5,1,bottom_up,0.0,0.0,False,826.754973251,905.950525604,-0.0457062971205,0.0,0.0
stop or,0.496833058037,0.5,2,top_down,2.0,2.0,False,2341.96313307,2312.48241523,0.00633388392539,0.0,0.0
subtract 8,0.540556059794,0.5,1,bottom_up,1.0,1.0,False,527.414683148,620.526636768,-0.0811121195871,0.0,0.0
sun coming,0.503715129985,0.5,1,bottom_up,1.0,1.0,False,790.591914065,802.428469654,-0.00743025997029,0.0,0.0
sunny or,0.511422120637,0.5,111,bottom_up,109.7,110.5,True,98619.6076686,103230.725378,-0.0228442412734,-0.8,0.025
tell me,0.523457519164,0.5,2,bottom_up,0.0,0.3,False,1269.30338525,1394.2647882,-0.0469150383277,-0.3,0.0
tennis player,0.497302584463,0.5,2,top_down,0.0,0.0,False,1436.71463069,1421.29614534,0.00539483107388,0.0,0.0
that brand,0.483436697143,0.5,2,top_down,2.0,2.0,False,1557.07920281,1457.22551879,0.0331266057139,0.0,0.0
that color,0.502383012168,0.5,2,bottom_up,2.0,2.0,False,1514.48256502,1528.98781894,-0.00476602433572,0.0,0.0
that is,0.502622260599,0.5,5,bottom_up,4.9,4.9,True,3461.89780688,3498.4012428,-0.00524452119879,0.0,0.001
that letter,0.504809832663,0.5,2,bottom_up,0.0,0.9,False,1236.67540025,1260.69930915,-0.0096196653268,-0.9,0.0
that little,0.539714551211,0.5,2,bottom_up,2.0,2.0,False,1663.3756365,1950.41585066,-0.0794291024215,0.0,0.0
that sign,0.522487861113,0.5,2,bottom_up,0.3,1.0,False,1234.60841861,1350.89322222,-0.0449757222264,-0.7,0.0
the 3,0.516113348215,0.5,2,bottom_up,2.0,2.0,False,1284.25439424,1369.78532664,-0.0322266964296,0.0,0.0
the action,0.442821229901,0.5,2,top_down,1.3,1.3,False,1421.77286597,1129.96266716,0.114357540197,0.0,0.0
the activity,0.495902561548,0.5,2,top_down,1.9,1.9,False,1457.71264521,1434.01529074,0.0081948769047,0.0,0.0
the advertisement,0.513450245939,0.5,1,bottom_up,1.0,1.0,False,677.89560917,715.375281446,-0.0269004918774,0.0,0.0
the airplane,0.466019248355,0.5,4,top_down,2.0,2.0,True,3428.84040026,2992.44049741,0.0679615032901,0.0,0.001
the animal,0.529667966601,0.5,6,bottom_up,6.0,5.6,True,3738.28291416,4209.89549746,-0.0593359332015,0.4,0.001
the animals,0.490852549632,0.5,4,top_down,4.0,4.0,True,2916.14685477,2811.36263715,0.0182949007361,0.0,0.001
the are,0.519067571724,0.5,2,bottom_up,2.0,2.0,False,1117.08027697,1205.65824365,-0.0381351434484,0.0,0.0
the area,0.521773054231,0.5,3,bottom_up,2.8,2.8,True,2119.01421755,2311.9661701,-0.043546108461,0.0,0.001
the artwork,0.483556091493,0.5,1,top_down,0.0,0.0,False,1155.09182562,1081.53408204,0.032887817014,0.0,0.0
the bat,0.548168246065,0.5,2,bottom_up,0.9,0.6,False,1427.87623645,1732.31829175,-0.096336492131,0.3,0.0
the bathroom,0.488076390537,0.5,2,top_down,1.3,2.0,False,1939.75388149,1849.39326006,0.0238472189267,-0.7,0.0
the batter,0.517871617548,0.5,2,bottom_up,2.0,2.0,False,1387.15365015,1489.99214885,-0.0357432350964,0.0,0.0
the beads,0.479671983257,0.5,2,top_down,0.3,1.6,False,1204.22218494,1110.12981263,0.0406560334862,-1.3,0.0
the bear,0.512459724535,0.5,4,bottom_up,1.6,2.9,True,2067.61290337,2173.29396611,-0.0249194490701,-1.3,0.001
the bed,0.528321349142,0.5,2,bottom_up,2.0,2.0,False,1396.9709378,1564.72965064,-0.056642698284,0.0,0.0
the bench,0.520714365879,0.5,2,bottom_up,2.0,2.0,False,1330.67697505,1445.69869808,-0.0414287317589,0.0,0.0
the best,0.532543737696,0.5,2,bottom_up,0.9,0.9,False,889.8468883,1013.74700927,-0.065087475393,0.0,0.0
the big,0.523685754345,0.5,3,bottom_up,2.0,3.0,True,1693.91029268,1862.37698642,-0.04737150869,-1.0,0.001
the bike,0.528951370798,0.5,1,bottom_up,1.0,1.0,False,596.681288868,670.027182143,-0.0579027415965,0.0,0.0
the bird,0.515168039621,0.5,3,bottom_up,3.0,3.0,True,2664.31383443,2831.02073953,-0.0303360792415,0.0,0.001
the black,0.506284942812,0.5,6,bottom_up,4.4,4.4,True,3621.02046686,3713.2109165,-0.0125698856243,0.0,0.001
the blue,0.497550651022,0.5,4,top_down,1.0,1.0,True,2728.71808343,2702.11407702,0.00489869795678,0.0,0.001
the boat,0.532668812355,0.5,2,bottom_up,1.6,2.0,False,1031.1540319,1175.31979043,-0.0653376247101,-0.4,0.0
the bowl,0.503972888316,0.5,2,bottom_up,2.0,2.0,False,1374.65317936,1396.6735223,-0.0079457766314,0.0,0.0
the boy,0.491301387746,0.5,2,top_down,2.0,2.0,False,1795.87706533,1734.45901594,0.0173972245081,0.0,0.0
the bread,0.503736717671,0.5,2,bottom_up,1.6,1.6,False,1189.01639494,1206.92228777,-0.00747343534299,0.0,0.0
the broccoli,0.521791211506,0.5,2,bottom_up,2.0,2.0,False,1413.43833122,1542.25459042,-0.0435824230111,0.0,0.0
the brunette,0.4957456884,0.5,1,top_down,1.0,1.0,False,500.132655149,491.693579439,0.00850862320002,0.0,0.0
the building,0.464719536929,0.5,2,top_down,2.0,2.0,False,1549.07123392,1344.87192446,0.0705609261419,0.0,0.0
the buildings,0.502608694382,0.5,2,bottom_up,1.0,1.6,False,1421.00691522,1435.91257487,-0.00521738876427,-0.6,0.0
the bus,0.528644205441,0.5,6,bottom_up,3.5,3.8,True,4645.40453924,5210.00530798,-0.0572884108827,-0.3,0.001
the cable,0.53007734112,0.5,2,bottom_up,1.6,1.6,False,974.816216881,1099.60219743,-0.0601546822407,0.0,0.0
the car,0.517328278504,0.5,2,bottom_up,2.0,2.0,False,1465.23669126,1570.44289385,-0.0346565570072,0.0,0.0
the cat,0.502537317066,0.5,3,bottom_up,2.0,3.0,True,2046.8232067,2067.70292143,-0.00507463413204,-1.0,0.001
the child,0.50375997339,0.5,2,bottom_up,2.0,2.0,False,1973.4008231,2003.30544258,-0.00751994678085,0.0,0.0
the clock,0.498278156783,0.5,6,top_down,3.8,4.1,True,4036.80627902,4009.09870518,0.00344368643371,-0.3,0.001
the cloud,0.504137155671,0.5,2,bottom_up,2.0,2.0,False,1800.15881632,1830.19751489,-0.0082743113426,0.0,0.0
the color,0.527939823093,0.5,9,bottom_up,7.3,8.2,True,5504.22299512,6155.77982737,-0.0558796461861,-0.9,0.002
the colors,0.535639748963,0.5,2,bottom_up,0.9,0.9,False,1282.04876909,1478.84380565,-0.0712794979259,0.0,0.0
the computer,0.484072506954,0.5,4,top_down,4.0,4.0,True,3161.10308753,2965.92664075,0.0318549860911,0.0,0.001
the couch,0.554907719749,0.5,2,bottom_up,0.0,0.0,False,1130.36418423,1409.25340606,-0.109815439498,0.0,0.0
the crossing,0.524261865187,0.5,1,bottom_up,0.0,1.0,False,679.737525027,749.068524532,-0.0485237303736,-1.0,0.0
the dark,0.476041266655,0.5,2,top_down,0.3,0.3,False,1617.89096063,1469.93038419,0.0479174666907,0.0,0.0
the designs,0.547149383927,0.5,2,bottom_up,1.3,1.6,False,1285.48368455,1553.16473267,-0.0942987678546,-0.3,0.0
the dog,0.50266985034,0.5,2,bottom_up,2.0,2.0,False,1104.73565329,1116.59690426,-0.00533970068088,0.0,0.0
the driver,0.508523597591,0.5,2,bottom_up,1.8,1.8,False,1185.22512173,1226.33546575,-0.0170471951811,0.0,0.0
the ethnicity,0.528694437119,0.5,2,bottom_up,1.0,1.0,False,1121.43874067,1257.99156738,-0.0573888742387,0.0,0.0
the eyes,0.511867616667,0.5,2,bottom_up,2.0,2.0,False,1306.75223118,1370.29251283,-0.0237352333349,0.0,0.0
the fact,0.483194752082,0.5,1,top_down,0.3,0.9,False,690.631944995,645.716607534,0.0336104958366,-0.6,0.0
the fan,0.51103904165,0.5,2,bottom_up,0.3,1.6,False,1206.59720025,1261.07875556,-0.0220780833008,-1.3,0.0
the fellow,0.441323395227,0.5,1,top_down,0.0,0.0,False,580.135877497,458.275025234,0.117353209546,0.0,0.0
the fence,0.540683507706,0.5,2,bottom_up,1.5,1.9,False,1140.20803766,1342.19365439,-0.0813670154125,-0.4,0.0
the first,0.544034902431,0.5,1,bottom_up,0.9,0.9,False,580.98586504,693.203471243,-0.0880698048615,0.0,0.0
the flag,0.520295879008,0.5,1,bottom_up,0.3,0.0,False,746.178500652,809.318873664,-0.0405917580155,0.3,0.0
the floor,0.503648383356,0.5,2,bottom_up,2.0,2.0,False,1892.64446302,1920.46785405,-0.00729676671296,0.0,0.0
the font,0.492542231933,0.5,1,top_down,0.0,1.0,False,668.510219732,648.860922854,0.0149155361331,-1.0,0.0
the food,0.495283760333,0.5,4,top_down,3.0,4.0,True,3035.56433675,2978.83365201,0.0094324793341,-1.0,0.001
the fork,0.498790310509,0.5,2,top_down,2.0,2.0,False,1750.92436627,1742.47251528,0.00241937898114,0.0,0.0
the fridge,0.482958188786,0.5,2,top_down,1.0,2.0,False,1414.16058837,1320.93850362,0.0340836224279,-1.0,0.0
the front,0.523853944487,0.5,2,bottom_up,1.9,1.9,False,1300.8466186,1431.18613383,-0.0477078889749,0.0,0.0
the fruit,0.50114324072,0.5,4,bottom_up,3.9,2.9,True,2971.83603019,2985.45727075,-0.00228648143979,1.0,0.001
the generic,0.505970698377,0.5,2,bottom_up,1.0,1.3,False,1436.21138514,1470.92667413,-0.0119413967542,-0.3,0.0
the girl,0.49480951482,0.5,6,top_down,5.9,5.9,True,4022.45004266,3939.79422096,0.0103809703609,0.0,0.001
the girls,0.511312703544,0.5,2,bottom_up,1.6,1.6,False,1621.91190224,1697.00371926,-0.0226254070877,0.0,0.0
