_q_type,sum_bottom_up,count_bottom_up,_count,winner,my_score,base_score,above_median,o_top_down,o_bottom_up,_diff,diff_score,percen
there these,0.50126991151,0.5,2,bottom_up,1.0,1.0,False,1464.9096491,1472.36981911,-0.00253982301948,0.0,0.001
these decorations,0.592424590342,0.5,2,bottom_up,1.0,1.3,False,1271.8956681,1848.74320745,-0.184849180684,-0.3,0.001
these kids,0.541973852691,0.5,2,bottom_up,1.6,0.9,False,1051.30910587,1243.99458376,-0.083947705381,0.7,0.001
these men,0.555807909131,0.5,2,bottom_up,0.0,0.0,False,1014.65534219,1269.61617692,-0.111615818261,0.0,0.001
these pastries,0.471556486807,0.5,2,top_down,0.0,0.0,False,1411.91596444,1259.92299127,0.0568870263858,0.0,0.001
these sandwiches,0.513679159787,0.5,1,bottom_up,0.0,0.0,False,398.082922522,420.477356218,-0.0273583195736,0.0,0.0
these three,0.489816671256,0.5,2,top_down,0.3,1.3,False,1480.88127428,1421.76409033,0.0203666574876,-1.0,0.001
think he's,0.500036099144,0.5,2,bottom_up,1.9,2.0,False,1467.25303524,1467.46491685,-7.21982876919e-05,-0.1,0.001
think the,0.519968348893,0.5,2,bottom_up,1.9,1.9,False,1339.59046907,1451.0389946,-0.0399366977867,0.0,0.001
this a,0.504797103721,0.5,2,bottom_up,2.0,1.6,False,1194.18861566,1217.32517926,-0.00959420744173,0.4,0.001
this animal,0.497494921301,0.5,2,top_down,0.0,0.3,False,1220.22770014,1208.06158859,0.00501015739742,-0.3,0.001
this beach,0.524628201957,0.5,2,bottom_up,1.0,1.0,False,1689.64452228,1864.71972321,-0.0492564039137,0.0,0.001
this bike,0.51932419813,0.5,1,bottom_up,0.3,0.6,False,749.619473115,809.892094139,-0.0386483962605,-0.3,0.0
this bored,0.464631832063,0.5,2,top_down,2.0,2.0,False,1727.01109081,1498.82711595,0.0707363358731,0.0,0.001
this bus,0.485433567851,0.5,2,top_down,2.0,2.0,False,2103.58525342,1984.48797093,0.0291328642981,0.0,0.001
this cake,0.537367178131,0.5,2,bottom_up,0.3,0.0,False,1353.45432915,1572.09324373,-0.0747343562624,0.3,0.001
this cat,0.485035073838,0.5,2,top_down,1.6,0.6,False,1349.93048714,1271.47228917,0.029929852323,1.0,0.001
this chair,0.487990958138,0.5,1,top_down,0.0,0.0,False,491.170926476,468.130348146,0.0240180837236,0.0,0.0
this chairlift,0.514506827646,0.5,2,bottom_up,0.6,0.0,False,1050.77815989,1113.57392522,-0.0290136552925,0.6,0.001
this image,0.510577067572,0.5,4,bottom_up,0.0,0.0,True,2702.47599549,2819.2840538,-0.0211541351439,0.0,0.002
this is,0.500550897342,0.5,5,bottom_up,3.0,3.0,True,3461.70756737,3469.34416332,-0.00110179468308,0.0,0.002
this kitten,0.506773205589,0.5,2,bottom_up,0.0,0.0,False,1244.28213216,1278.45618267,-0.0135464111775,0.0,0.001
this machine,0.517045610803,0.5,2,bottom_up,1.2,1.2,False,834.707760578,893.628867578,-0.0340912216059,0.0,0.001
this man,0.511078217047,0.5,7,bottom_up,2.0,4.3,True,3874.26485138,4049.83463951,-0.0221564340937,-2.3,0.003
this person,0.471959295473,0.5,2,top_down,0.0,0.0,False,1714.68654259,1532.57551106,0.0560814090539,0.0,0.001
this screen,0.445404213293,0.5,1,top_down,1.0,1.0,False,807.553059392,648.558001578,0.109191573415,0.0,0.0
this space,0.497752916537,0.5,2,top_down,0.0,0.0,False,1096.93146698,1087.11599312,0.00449416692508,0.0,0.001
this stop,0.522528935281,0.5,2,bottom_up,0.0,0.0,False,1305.10637881,1428.26633264,-0.0450578705627,0.0,0.001
this teddy,0.523733180894,0.5,2,bottom_up,0.0,0.0,False,847.720291248,932.206962217,-0.0474663617878,0.0,0.001
this tree,0.545369426972,0.5,2,bottom_up,1.2,0.9,False,1333.83841271,1600.05669211,-0.0907388539435,0.3,0.001
this tunnel,0.532725086909,0.5,1,bottom_up,1.0,1.0,False,839.52673416,957.117405382,-0.0654501738179,0.0,0.0
this type,0.521836394796,0.5,2,bottom_up,0.0,0.0,False,1603.62452651,1750.09062257,-0.0436727895919,0.0,0.001
three athletes,0.493237865908,0.5,2,top_down,1.0,1.0,False,1371.27451521,1334.67848119,0.0135242681842,0.0,0.001
to leave,0.518086642645,0.5,2,bottom_up,1.0,2.0,False,1173.95693326,1262.07625682,-0.0361732852898,-1.0,0.001
to the,0.506062786573,0.5,2,bottom_up,2.0,2.0,False,1287.25022714,1318.85069449,-0.0121255731455,0.0,0.001
to which,0.51541947356,0.5,3,bottom_up,2.0,3.0,True,2180.35875538,2319.11787733,-0.0308389471209,-1.0,0.001
to whom,0.501311902273,0.5,3,bottom_up,0.3,0.3,True,1942.5582664,1952.77886969,-0.00262380454654,0.0,0.001
total how,0.51703296178,0.5,4,bottom_up,1.3,1.3,True,2631.90918134,2817.55004271,-0.03406592356,0.0,0.002
toward which,0.499305774819,0.5,2,top_down,2.0,0.0,False,1059.6490823,1056.7106219,0.00138845036227,2.0,0.001
"traditionally, does",0.517411780618,0.5,2,bottom_up,1.9,1.9,False,1232.55363141,1321.49468952,-0.0348235612369,0.0,0.001
"traditionally, is",0.521766630722,0.5,2,bottom_up,1.0,0.0,False,1177.69059797,1284.89497976,-0.0435332614449,1.0,0.001
"traditionally, people",0.492899801801,0.5,1,top_down,0.0,0.0,False,612.785343379,595.625431366,0.014200396398,0.0,0.0
two women,0.481095813911,0.5,1,top_down,0.0,0.0,False,787.843528494,730.439710714,0.0378083721783,0.0,0.0
under different,0.509213372559,0.5,2,bottom_up,2.0,2.0,False,882.952713475,916.103463093,-0.0184267451177,0.0,0.001
under what,0.598980185358,0.5,2,bottom_up,0.0,0.0,False,1102.5493136,1646.81436705,-0.197960370716,0.0,0.001
under which,0.475047168657,0.5,1,top_down,0.0,0.0,False,830.006770041,751.100560911,0.0499056626867,0.0,0.0
urban or,0.509106722671,0.5,2,bottom_up,2.0,2.0,False,2710.81914034,2811.39773558,-0.0182134453427,0.0,0.001
using a,0.510247051433,0.5,2,bottom_up,0.0,0.0,False,1145.34268278,1193.27046111,-0.0204941028665,0.0,0.001
using four,0.513700630124,0.5,1,bottom_up,0.0,0.0,False,733.647231128,774.985673979,-0.0274012602476,0.0,0.0
was,0.507048527904,0.5,818,bottom_up,681.5,675.3,True,618919.298981,636618.688054,-0.0140970558086,6.2,0.382
were any,0.490951708939,0.5,2,top_down,1.3,1.0,False,1554.50899203,1499.24645579,0.0180965821217,0.3,0.001
were different,0.510109077954,0.5,2,bottom_up,2.0,1.3,False,1218.10821977,1268.38043506,-0.0202181559084,0.7,0.001
were people,0.492459155597,0.5,1,top_down,0.0,0.0,False,773.980701938,750.981693648,0.0150816888053,0.0,0.0
were teddy,0.521678988002,0.5,1,bottom_up,0.6,0.6,False,757.919338245,826.621836476,-0.0433579760041,0.0,0.0
were the,0.507618948694,0.5,21,bottom_up,15.9,13.0,True,14811.2340154,15269.6027189,-0.0152378973882,2.9,0.01
were there,0.502939228874,0.5,6,bottom_up,4.3,4.3,True,4296.29894918,4347.10885676,-0.00587845774766,0.0,0.003
were these,0.505200768191,0.5,11,bottom_up,9.8,9.3,True,8023.30728903,8191.97109713,-0.0104015363827,0.5,0.005
were you,0.51897020963,0.5,2,bottom_up,2.0,2.0,False,1531.22908765,1652.00221798,-0.0379404192593,0.0,0.001
what,0.508166938255,0.5,15871,bottom_up,7363.9,7295.6,True,12080879.0735,12482087.5368,-0.0163338765096,68.3,7.404
what animal is,0.518063801358,0.5,833,bottom_up,619.9,618.0,True,672894.394225,723336.883112,-0.0361276027161,1.9,0.389
what are,0.518710255113,0.5,380,bottom_up,179.7,182.8,True,286977.138298,309289.749469,-0.037420510226,-3.1,0.177
what are the,0.511614781264,0.5,4484,bottom_up,2410.1,2414.2,True,3435648.59804,3599061.84412,-0.0232295625288,-4.1,2.092
what brand,0.491103944141,0.5,941,top_down,398.2,414.7,True,738437.443944,712620.066608,0.0177921117172,-16.5,0.439
what color,0.507674684459,0.5,1931,bottom_up,1258.8,1269.2,True,1390189.61105,1433531.95508,-0.0153493689171,-10.4,0.901
what color are the,0.517078887255,0.5,3219,bottom_up,2425.4,2417.4,True,2212783.64777,2369297.33683,-0.0341577745103,8.0,1.502
what color is,0.507982130772,0.5,1320,bottom_up,1047.0,1055.7,True,984544.256472,1016489.27919,-0.0159642615435,-8.7,0.616
what color is the,0.514794674833,0.5,14076,bottom_up,11022.2,10949.1,True,10099376.1012,10715267.8802,-0.0295893496655,73.1,6.567
what does the,0.505769206279,0.5,1972,bottom_up,494.5,527.3,True,1470691.65795,1505026.7243,-0.0115384125573,-32.8,0.92
what is,0.511008314789,0.5,6301,bottom_up,2717.7,2763.6,True,4707065.0285,4918998.50357,-0.0220166295771,-45.9,2.94
what is in the,0.517063478871,0.5,1738,bottom_up,885.3,907.6,True,1318252.9187,1411407.93946,-0.0341269577426,-22.3,0.811
what is on the,0.506955095636,0.5,2183,bottom_up,991.8,1015.5,True,1597343.14012,1642408.70801,-0.0139101912729,-23.7,1.018
what is the,0.508216685836,0.5,11291,bottom_up,5534.1,5547.0,True,8609545.49481,8897241.02446,-0.0164333716715,-12.9,5.267
what is the color of the,0.518357122827,0.5,826,bottom_up,660.8,664.5,True,598436.355495,644053.430729,-0.0367142456533,-3.7,0.385
what is the man,0.486622760004,0.5,2711,top_down,1704.7,1702.0,True,2305443.76464,2185296.34815,0.0267544799916,2.7,1.265
what is the name,0.497881657483,0.5,781,top_down,114.0,107.4,True,587614.936585,582656.863563,0.00423668503446,6.6,0.364
what is the person,0.484776785529,0.5,910,top_down,590.4,582.5,True,787506.69256,740970.034501,0.0304464289419,7.9,0.425
what is the woman,0.479106074833,0.5,877,top_down,505.2,489.4,True,752816.594478,692423.133048,0.0417878503338,15.8,0.409
what is this,0.49652897187,0.5,1696,top_down,1082.7,1072.7,True,1409708.28343,1390270.67199,0.00694205626038,10.0,0.791
what kind of,0.508649829271,0.5,5840,bottom_up,3322.0,3310.7,True,4468207.41588,4625525.89707,-0.0172996585422,11.3,2.724
what number is,0.502054319341,0.5,673,bottom_up,43.6,42.3,True,400409.687069,403713.538859,-0.00410863868154,1.3,0.314
what room is,0.490847406848,0.5,762,top_down,706.6,692.0,True,704552.415524,679222.164043,0.018305186303,14.6,0.355
what sport is,0.493184980136,0.5,1086,top_down,975.9,978.1,True,1111759.88858,1081860.75211,0.013630039727,-2.2,0.507
what time,0.492887734741,0.5,1746,top_down,454.1,451.4,True,1126415.1525,1094819.13755,0.0142245305181,2.7,0.815
what type of,0.509488362797,0.5,4040,bottom_up,2287.2,2259.9,True,3117675.87163,3238291.31686,-0.0189767255942,27.3,1.885
when adding,0.536350832892,0.5,2,bottom_up,0.3,0.3,False,999.611717731,1156.3540181,-0.0727016657844,0.0,0.001
when are,0.550771015084,0.5,4,bottom_up,0.3,0.3,True,2232.55637317,2737.19501895,-0.101542030167,0.0,0.002
when can,0.510364282877,0.5,4,bottom_up,0.9,0.6,True,2365.4722887,2465.61377381,-0.0207285657538,0.3,0.002
when did,0.518309740452,0.5,7,bottom_up,0.0,0.3,True,4877.87411922,5248.7041591,-0.0366194809039,-0.3,0.003
when do,0.525897056489,0.5,5,bottom_up,2.6,3.0,True,3109.05428759,3448.70775575,-0.0517941129788,-0.4,0.002
when does,0.535150161164,0.5,3,bottom_up,0.3,0.3,True,1553.00441645,1787.86888651,-0.0703003223276,0.0,0.001
when he,0.533160603422,0.5,2,bottom_up,1.3,1.0,False,1316.96842649,1504.06260933,-0.0663212068434,0.3,0.001
when is,0.515139068952,0.5,20,bottom_up,6.1,6.7,True,11811.1472623,12548.7186414,-0.0302781379044,-0.6,0.009
when she,0.532539166868,0.5,2,bottom_up,0.0,0.0,False,1066.6971752,1215.19918829,-0.0650783337352,0.0,0.001
when the,0.502149515395,0.5,7,bottom_up,3.6,3.3,True,4960.88576294,5003.7239268,-0.00429903078904,0.3,0.003
when two,0.525943042875,0.5,2,bottom_up,0.0,0.0,False,1028.75816848,1141.35694748,-0.0518860857504,0.0,0.001
when was,0.510228065233,0.5,78,bottom_up,30.1,31.4,True,49593.7472757,51665.1117059,-0.0204561304664,-1.3,0.036
when will,0.530569264711,0.5,13,bottom_up,2.7,6.5,True,8064.3153273,9114.60953013,-0.061138529422,-3.8,0.006
where all,0.495450853962,0.5,2,top_down,0.6,0.0,False,1390.88962859,1365.80838489,0.00909829207674,0.6,0.001
where and,0.486384226222,0.5,2,top_down,0.0,0.0,False,1278.09518998,1210.33148076,0.0272315475561,0.0,0.001
where are,0.505979654771,0.5,89,bottom_up,30.0,29.1,True,60195.5216672,61652.7427788,-0.0119593095413,0.9,0.042
where are the,0.505026781811,0.5,1518,bottom_up,627.4,617.8,True,1062899.61303,1084488.51621,-0.0100535636223,9.6,0.708
where can,0.489551283501,0.5,19,top_down,6.6,7.9,True,14797.0257903,14191.2453367,0.0208974329985,-1.3,0.009
where could,0.518132063636,0.5,12,bottom_up,6.1,5.8,True,8892.6345839,9561.87112778,-0.0362641272723,0.3,0.006
where did,0.469108771416,0.5,38,top_down,8.7,7.8,True,28184.9157177,24904.8966585,0.061782457167,0.9,0.018
where do,0.522465817108,0.5,48,bottom_up,20.4,19.9,True,33548.5741883,36705.1906525,-0.044931634217,0.5,0.022
where does,0.510525999384,0.5,71,bottom_up,21.7,21.4,True,50607.4949391,52784.0945537,-0.0210519987676,0.3,0.033
where exactly,0.50883926193,0.5,4,bottom_up,2.0,1.3,True,2292.07035346,2374.56966029,-0.0176785238593,0.7,0.002
where has,0.478552663033,0.5,13,top_down,6.6,6.0,True,9708.92796027,8910.26380076,0.0428946739344,0.6,0.006
where in,0.520731765958,0.5,23,bottom_up,5.6,7.3,True,14666.5615121,15935.4280845,-0.0414635319161,-1.7,0.011
where inside,0.498673426175,0.5,2,top_down,0.0,0.0,False,1334.6423829,1327.57911618,0.0026531476496,0.0,0.001
where is,0.499753587519,0.5,727,top_down,338.8,335.1,True,537319.626889,536790.278715,0.000492824962633,3.7,0.339
where is the,0.503440341336,0.5,3736,bottom_up,1341.0,1348.6,True,2637449.41135,2673995.78024,-0.006880682671,-7.6,1.743
where might,0.521553508348,0.5,12,bottom_up,7.4,7.3,True,8185.86000593,8923.38867444,-0.0431070166957,0.1,0.006
where on,0.507980606081,0.5,9,bottom_up,0.3,0.3,True,5395.3803258,5570.40759331,-0.0159612121627,0.0,0.004
where person,0.487308647141,0.5,2,top_down,0.9,0.9,False,1189.4042689,1130.51835563,0.0253827057184,0.0,0.001
where room,0.477307186712,0.5,2,top_down,2.0,2.0,False,1518.64458931,1386.78007065,0.0453856265757,0.0,0.001
where should,0.501545055594,0.5,14,bottom_up,5.4,4.1,True,10193.1301695,10256.3212481,-0.00309011118727,1.3,0.007
where state,0.487521303234,0.5,1,top_down,1.0,1.0,False,719.03848251,684.02175599,0.024957393531,0.0,0.0
where stop,0.516986912047,0.5,2,bottom_up,0.3,0.0,False,1792.0755244,1918.12523226,-0.0339738240939,0.3,0.001
where these,0.488249519729,0.5,5,top_down,1.9,0.3,True,3142.31170835,2998.00829034,0.0235009605419,1.6,0.002
where they,0.476760208666,0.5,2,top_down,0.9,0.9,False,1444.9042881,1316.55290998,0.0464795826686,0.0,0.001
where was,0.50147707612,0.5,259,bottom_up,130.3,136.7,True,195484.976197,196643.383068,-0.00295415223947,-6.4,0.121
where were,0.467887543759,0.5,2,top_down,2.0,1.3,False,1708.58166445,1502.35926431,0.0642249124822,0.7,0.001
where will,0.507664565374,0.5,11,bottom_up,3.5,1.0,True,7559.51713752,7794.88680308,-0.0153291307478,2.5,0.005
where would,0.500342588389,0.5,46,bottom_up,13.4,14.9,True,33313.7910896,33359.4740626,-0.000685176778125,-1.5,0.021
where's the,0.497410890454,0.5,3,top_down,0.0,0.0,True,1827.77002678,1808.938354,0.00517821909272,0.0,0.001
where's this,0.489684681374,0.5,1,top_down,0.3,0.3,False,851.951257311,817.50922372,0.0206306372522,0.0,0.0
which,0.508777682003,0.5,2448,bottom_up,1111.6,1081.6,True,1777797.57056,1841332.7202,-0.0175553640051,30.0,1.142
while playing,0.50379108096,0.5,1,bottom_up,0.0,0.0,False,499.734655229,507.370691035,-0.00758216192013,0.0,0.0
who a,0.481651679677,0.5,2,top_down,0.0,0.0,False,1444.41763879,1342.15961468,0.0366966406464,0.0,0.001
who appears,0.483870720028,0.5,4,top_down,3.0,3.0,True,2862.80749094,2683.87936065,0.032258559945,0.0,0.002
who are,0.521009517659,0.5,63,bottom_up,22.2,20.6,True,45609.8984433,49610.988244,-0.0420190353175,1.6,0.029
who ate,0.503835712757,0.5,7,bottom_up,2.5,2.2,True,5212.85751978,5293.45592076,-0.00767142551306,0.3,0.003
who broke,0.476188276253,0.5,3,top_down,0.3,1.3,True,2076.30121689,1887.52991319,0.0476234474949,-1.0,0.001
who built,0.458239226359,0.5,1,top_down,0.0,0.0,False,771.644370012,652.68239478,0.083521547283,0.0,0.0
who can,0.49452502847,0.5,3,top_down,0.3,0.3,True,2307.54120487,2257.55367586,0.0109499430595,0.0,0.001
who carries,0.477764764488,0.5,1,top_down,1.0,0.0,False,697.732991152,638.318166845,0.044470471023,1.0,0.0
who cleaned,0.461387300464,0.5,6,top_down,2.8,2.4,True,4831.9781999,4139.17714801,0.077225399073,0.4,0.003
who cleans,0.487276231201,0.5,1,top_down,0.0,0.0,False,721.418786563,685.61328502,0.0254475375979,0.0,0.0
who closes,0.469651164672,0.5,2,top_down,1.9,0.9,False,1387.90581584,1229.06196723,0.060697670655,1.0,0.001
who copyrighted,0.483591579154,0.5,2,top_down,0.0,0.0,False,1850.38934749,1732.80037752,0.0328168416928,0.0,0.001
who delivers,0.466718452717,0.5,1,top_down,0.0,0.0,False,947.793255046,829.491670478,0.0665630945658,0.0,0.0
who designed,0.532671071419,0.5,2,bottom_up,0.0,0.9,False,1545.41720478,1761.49813956,-0.0653421428374,-0.9,0.001
who did,0.48163401317,0.5,8,top_down,0.6,0.6,True,6142.04939289,5706.81713953,0.0367319736592,0.0,0.004
who do,0.513867507655,0.5,13,bottom_up,6.0,5.1,True,8861.52269865,9367.09365222,-0.0277350153104,0.9,0.006
who does,0.495061945006,0.5,19,top_down,6.0,5.7,True,13431.8934045,13169.1782946,0.00987610998724,0.3,0.009
who else,0.49455037269,0.5,5,top_down,1.3,1.3,True,3557.65664235,3480.9411726,0.0108992546193,0.0,0.002
who erected,0.471185698333,0.5,2,top_down,0.0,0.0,False,1281.72623914,1142.04754137,0.0576286033343,0.0,0.001
who feeding,0.517641967941,0.5,1,bottom_up,0.0,0.0,False,830.414328784,891.158182904,-0.0352839358828,0.0,0.0
who fixed,0.452634458965,0.5,1,top_down,0.3,0.0,False,850.254772782,703.103465982,0.0947310820697,0.3,0.0
who flies,0.462333641747,0.5,2,top_down,2.0,2.0,False,1489.49751432,1280.80323345,0.0753327165056,0.0,0.001
who had,0.483064586267,0.5,4,top_down,1.3,1.0,True,2612.40686859,2441.23580937,0.033870827467,0.3,0.002
who has,0.499625046651,0.5,102,top_down,39.5,41.2,True,74216.9231007,74105.6949759,0.000749906697942,-1.7,0.048
who hold,0.501080826655,0.5,1,bottom_up,0.0,1.0,False,775.053141553,778.411192872,-0.00216165330905,-1.0,0.0
who holds,0.488478169776,0.5,2,top_down,1.6,1.6,False,1449.81259941,1384.49966988,0.0230436604483,0.0,0.001
who is,0.494248816857,0.5,1070,top_down,459.5,458.2,True,840199.808331,821091.032572,0.0115023662853,1.3,0.499
who left,0.46394083069,0.5,3,top_down,1.0,0.0,True,2460.30269699,2129.30762561,0.0721183386191,1.0,0.001
who let,0.484656643598,0.5,1,top_down,0.0,1.0,False,642.473453414,604.216632783,0.0306867128042,-1.0,0.0
who lives,0.507982998308,0.5,1,bottom_up,0.3,0.9,False,585.568954721,604.570720751,-0.015965996615,-0.6,0.0
who looks,0.502283668175,0.5,6,bottom_up,1.3,2.0,True,4263.21270775,4302.33444261,-0.00456733635018,-0.7,0.003
who made,0.489721268694,0.5,22,top_down,6.6,6.2,True,15625.7523204,14996.2418207,0.0205574626123,0.4,0.01
who makes,0.483947440766,0.5,18,top_down,3.5,4.1,True,13520.0333115,12678.9130353,0.0321051184683,-0.6,0.008
who manufactured,0.488514886485,0.5,7,top_down,0.9,1.3,True,5136.34693939,4905.67931646,0.0229702270294,-0.4,0.003
who manufactures,0.443600356255,0.5,8,top_down,1.3,1.0,True,6652.67932289,5303.97700801,0.112799287489,0.3,0.004
who many,0.514453466695,0.5,18,bottom_up,7.2,4.2,True,9267.63971117,9819.38712453,-0.0289069333901,3.0,0.008
who most,0.484095331173,0.5,2,top_down,2.0,2.0,False,1258.96711779,1181.34248563,0.0318093376534,0.0,0.001
who needs,0.483190060833,0.5,3,top_down,0.0,0.0,True,1734.97664211,1622.11173917,0.0336198783342,0.0,0.001
who normally,0.520653148949,0.5,1,bottom_up,0.0,0.0,False,640.479681849,695.671125118,-0.0413062978978,0.0,0.0
who opened,0.471968357503,0.5,3,top_down,1.3,1.6,True,2381.58284215,2128.7204247,0.0560632849934,-0.3,0.001
who owns,0.485115042104,0.5,48,top_down,5.8,4.4,True,37465.212383,35299.0271009,0.0297699157913,1.4,0.022
who painted,0.49839963705,0.5,6,top_down,1.2,0.9,True,3939.47601389,3914.33810762,0.00320072589942,0.3,0.003
who photographed,0.484386901726,0.5,7,top_down,2.8,3.4,True,5605.00890872,5265.56231508,0.0312261965488,-0.6,0.003
who picked,0.482740450871,0.5,1,top_down,0.0,0.9,False,691.823339317,645.654800009,0.034519098257,-0.9,0.0
who prepared,0.458496096149,0.5,5,top_down,1.3,1.2,True,3709.56305265,3140.91951316,0.083007807702,0.1,0.002
who published,0.464481271971,0.5,1,top_down,0.0,0.0,False,866.448132843,751.512337059,0.0710374560578,0.0,0.0
who put,0.490930197022,0.5,13,top_down,2.2,3.1,True,9565.56223852,9224.71403119,0.0181396059556,-0.9,0.006
who rides,0.524429969638,0.5,7,bottom_up,5.0,4.0,True,5429.54909521,5987.37953477,-0.048859939275,1.0,0.003
who sang,0.471352172104,0.5,1,top_down,0.0,0.3,False,776.918910008,692.715256654,0.0572956557925,-0.3,0.0
who seems,0.456945263921,0.5,1,top_down,0.0,0.0,False,773.398540497,650.764603868,0.0861094721586,0.0,0.0
who served,0.482328008745,0.5,2,top_down,0.9,0.9,False,1131.84253258,1054.56614261,0.0353439825097,0.0,0.001
who sets,0.492521264488,0.5,1,top_down,0.0,0.0,False,610.334123231,592.34508384,0.0149574710241,0.0,0.0
who should,0.517112747411,0.5,2,bottom_up,0.0,0.0,False,1521.62418055,1629.4720068,-0.0342254948217,0.0,0.001
who sleeps,0.522981801215,0.5,1,bottom_up,0.0,0.0,False,688.436799165,754.771868594,-0.0459636024304,0.0,0.0
who slipped,0.454209274469,0.5,1,top_down,0.0,0.0,False,739.945190247,615.785414238,0.0915814510628,0.0,0.0
who sponsored,0.480399874769,0.5,4,top_down,0.0,0.0,True,3235.65511771,2991.54722616,0.0392002504616,0.0,0.002
who sponsors,0.489269135667,0.5,4,top_down,0.0,0.0,True,3547.57807773,3398.50316676,0.0214617286661,0.0,0.002
who stole,0.473535856158,0.5,1,top_down,0.0,0.0,False,702.781470984,632.127048817,0.0529282876834,0.0,0.0
who tackled,0.507762246303,0.5,1,bottom_up,1.0,1.0,False,785.007547174,809.765590966,-0.0155244926064,0.0,0.0
who takes,0.462394940241,0.5,1,top_down,0.0,0.0,False,729.223527067,627.206279218,0.0752101195184,0.0,0.0
who the,0.47701827018,0.5,1,top_down,0.0,0.0,False,719.878289893,656.610120401,0.0459634596404,0.0,0.0
who threw,0.494799115378,0.5,4,top_down,0.3,0.3,True,2535.63319454,2483.42609796,0.0104017692435,0.0,0.002
who took,0.490000715154,0.5,54,top_down,24.2,23.7,True,39058.9823247,37527.3649219,0.0199985696914,0.5,0.025
who trimmed,0.501574000328,0.5,1,bottom_up,0.0,1.0,False,524.003963828,527.313511931,-0.00314800065566,-1.0,0.0
who turned,0.466321051692,0.5,2,top_down,0.0,0.0,False,1377.7108767,1203.82410996,0.067357896615,0.0,0.001
who uses,0.464968686976,0.5,10,top_down,2.3,3.6,True,7730.61531941,6718.28726109,0.070062626049,-1.3,0.005
who waits,0.499631146232,0.5,1,top_down,1.0,1.0,False,724.277780213,723.2099576,0.000737707536378,0.0,0.0
who wants,0.49892812161,0.5,2,top_down,2.0,2.0,False,1297.65602456,1292.1042085,0.0021437567807,0.0,0.001
who was,0.461731429634,0.5,5,top_down,0.9,0.9,True,4258.98291089,3653.3923333,0.076537140732,0.0,0.002
who wears,0.485471134408,0.5,10,top_down,8.7,8.0,True,7725.09554488,7288.82507548,0.0290577311836,0.7,0.005
who will,0.500665152362,0.5,12,bottom_up,2.1,2.1,True,8135.85996274,8157.53514322,-0.00133030472385,0.0,0.006
who wins,0.458363747542,0.5,2,top_down,0.3,0.0,False,1516.89466088,1283.68350204,0.0832725049169,0.3,0.001
who won,0.495085954148,0.5,7,top_down,3.0,2.4,True,4864.62455373,4769.93521678,0.00982809170325,0.6,0.003
who works,0.476247479727,0.5,2,top_down,0.6,0.0,False,1652.10807645,1502.259707,0.0475050405459,0.6,0.001
who would,0.49532279716,0.5,17,top_down,6.3,5.7,True,12117.7965725,11893.1880813,0.00935440567943,0.6,0.008
who wrapped,0.494776162883,0.5,1,top_down,0.0,1.0,False,586.104305901,573.984080359,0.0104476742337,-1.0,0.0
who wrote,0.479532881075,0.5,3,top_down,0.3,0.3,True,2426.78991952,2235.92522862,0.0409342378497,0.0,0.001
who yells,0.498617178027,0.5,1,top_down,1.0,1.0,False,668.151596017,664.466050092,0.00276564394578,0.0,0.0
who's getting,0.472171105317,0.5,1,top_down,0.0,0.0,False,820.187016666,733.701042377,0.0556577893663,0.0,0.0
"who, out",0.495163567815,0.5,2,top_down,0.3,0.6,False,1190.76799724,1167.95241461,0.00967286436975,-0.3,0.001
whose ab,0.50918834776,0.5,1,bottom_up,0.0,0.0,False,636.59756716,660.432697412,-0.0183766955198,0.0,0.0
whose bathroom,0.495675424956,0.5,2,top_down,0.3,0.3,False,1385.24907859,1361.49210187,0.00864915008848,0.0,0.001
whose bike,0.514687499486,0.5,3,bottom_up,0.0,0.0,True,2091.81853172,2218.43214079,-0.0293749989724,0.0,0.001
whose birthday,0.478809165619,0.5,28,top_down,3.6,3.6,True,22899.3271737,21037.2228635,0.0423816687614,0.0,0.013
whose book,0.456503651535,0.5,1,top_down,0.0,0.0,False,1134.8601082,953.212997362,0.0869926969291,0.0,0.0
whose building,0.4773110051,0.5,2,top_down,0.6,0.0,False,1555.95766273,1420.87498137,0.0453779898007,0.6,0.001
whose chair,0.50175399377,0.5,1,bottom_up,0.0,0.3,False,654.893496766,659.504388168,-0.00350798753928,-0.3,0.0
whose country,0.501071640925,0.5,2,bottom_up,0.0,0.0,False,1502.44096472,1508.89510667,-0.00214328185064,0.0,0.001
whose desk,0.480689662766,0.5,1,top_down,0.3,0.3,False,733.726048101,679.15945695,0.0386206744679,0.0,0.0
whose diner,0.49073567555,0.5,1,top_down,0.0,0.0,False,840.874416284,810.280742075,0.0185286489002,0.0,0.0
whose dog,0.514698998539,0.5,4,bottom_up,0.3,0.3,True,2444.66065584,2592.75045289,-0.0293979970776,0.0,0.002
whose donut,0.456154886901,0.5,2,top_down,0.0,0.0,False,2032.80628973,1705.03421075,0.0876902261971,0.0,0.001
whose face,0.478750595003,0.5,2,top_down,0.3,0.3,False,1219.46428964,1120.03821712,0.042498809994,0.0,0.001
whose glass,0.506106755446,0.5,1,bottom_up,0.0,0.0,False,649.296397641,665.352880925,-0.0122135108928,0.0,0.0
whose glasses,0.472268208218,0.5,2,top_down,0.0,0.0,False,1180.0187433,1056.00107145,0.0554635835647,0.0,0.001
